RefNo	Date	Transect	Position	Location	Height
12864	15/08/2002	E	1	14	5.5
12865	15/08/2002	E	1	15	7.5
12866	15/08/2002	E	1	16	7.5
12867	15/08/2002	E	1	17	6
12868	15/08/2002	E	1	18	3
12869	15/08/2002	E	1	19	1.5
12870	15/08/2002	E	1	20	1.5
12871	15/08/2002	E	1	21	8
12872	15/08/2002	E	1	22	12
12873	15/08/2002	E	1	23	13.5
12874	15/08/2002	E	1	24	13.5
12875	15/08/2002	E	1	25	11
12876	15/08/2002	E	2	1	17
12877	15/08/2002	E	2	2	21
12878	15/08/2002	E	2	3	20
12879	15/08/2002	E	2	4	11
12880	15/08/2002	E	2	5	14.5
12881	15/08/2002	E	2	6	6.5
12882	15/08/2002	E	2	7	4
12883	15/08/2002	E	2	8	7
12884	15/08/2002	E	2	9	5
12885	15/08/2002	E	2	10	4
12886	15/08/2002	E	2	11	4
12887	15/08/2002	E	2	12	5
12888	15/08/2002	E	2	13	6
12889	15/08/2002	E	2	14	5.5
12890	15/08/2002	E	2	15	3.5
12891	15/08/2002	E	2	16	4
12892	15/08/2002	E	2	17	7
12893	15/08/2002	E	2	18	3
12894	15/08/2002	E	2	19	4
12895	15/08/2002	E	2	20	4
12896	15/08/2002	E	2	21	6
12897	15/08/2002	E	2	22	5.5
12898	15/08/2002	E	2	23	7.5
12899	15/08/2002	E	2	24	9
12900	15/08/2002	E	2	25	10
12901	15/08/2002	E	3	1	17
12902	15/08/2002	E	3	2	8
12903	15/08/2002	E	3	3	10
12904	15/08/2002	E	3	4	7.5
12905	15/08/2002	E	3	5	8.5
12906	15/08/2002	E	3	6	8
12907	15/08/2002	E	3	7	7.5
12908	15/08/2002	E	3	8	5.5
12909	15/08/2002	E	3	9	6
12910	15/08/2002	E	3	10	3
12911	15/08/2002	E	3	11	3.5
12912	15/08/2002	E	3	12	4
12913	15/08/2002	E	3	13	5.5
12914	15/08/2002	E	3	14	3
12915	15/08/2002	E	3	15	4
12916	15/08/2002	E	3	16	4.5
12917	15/08/2002	E	3	17	6
12918	15/08/2002	E	3	18	5
12919	15/08/2002	E	3	19	7
12920	15/08/2002	E	3	20	5.5
12921	15/08/2002	E	3	21	3
12922	15/08/2002	E	3	22	4.5
12923	15/08/2002	E	3	23	10.5
12924	15/08/2002	E	3	24	13.5
12925	15/08/2002	E	3	25	4.5
12926	15/08/2002	E	4	1	0.5
12927	15/08/2002	E	4	2	1.5
12928	15/08/2002	E	4	3	3.5
12929	15/08/2002	E	4	4	7
12930	15/08/2002	E	4	5	6.5
12931	15/08/2002	E	4	6	6.5
12932	15/08/2002	E	4	7	4.5
12933	15/08/2002	E	4	8	3
12934	15/08/2002	E	4	9	2
12935	15/08/2002	E	4	10	4
12936	15/08/2002	E	4	11	6.5
12937	15/08/2002	E	4	12	3
12938	15/08/2002	E	4	13	2.5
12939	15/08/2002	E	4	14	4.5
12940	15/08/2002	E	4	15	7
12941	15/08/2002	E	4	16	6
12942	15/08/2002	E	4	17	7.5
12943	15/08/2002	E	4	18	10
12944	15/08/2002	E	4	19	15
12945	15/08/2002	E	4	20	13.5
12946	15/08/2002	E	4	21	15.5
12947	15/08/2002	E	4	22	12
12948	15/08/2002	E	4	23	14.5
12949	15/08/2002	E	4	24	13
12950	15/08/2002	E	4	25	12
12951	15/08/2002	E	5	1	4
12952	15/08/2002	E	5	2	3.5
12953	15/08/2002	E	5	3	3
12954	15/08/2002	E	5	4	3
12955	15/08/2002	E	5	5	3
12956	15/08/2002	E	5	6	4.5
12957	15/08/2002	E	5	7	2.5
12958	15/08/2002	E	5	8	4
12959	15/08/2002	E	5	9	3.5
12960	15/08/2002	E	5	10	3.5
12961	15/08/2002	E	5	11	4
12962	15/08/2002	E	5	12	7
12963	15/08/2002	E	5	13	10
12964	15/08/2002	E	5	14	11
12965	15/08/2002	E	5	15	3.5
12966	15/08/2002	E	5	16	4.5
12967	15/08/2002	E	5	17	4
12968	15/08/2002	E	5	18	5.5
12969	15/08/2002	E	5	19	6
12970	15/08/2002	E	5	20	5
12971	15/08/2002	E	5	21	5
12972	15/08/2002	E	5	22	3
12973	15/08/2002	E	5	23	4
12974	15/08/2002	E	5	24	3
12975	15/08/2002	E	5	25	4
12976	15/08/2002	E	6	1	2.5
12977	15/08/2002	E	6	2	3.5
12978	15/08/2002	E	6	3	1.5
12979	15/08/2002	E	6	4	2
12980	15/08/2002	E	6	5	2
12981	15/08/2002	E	6	6	2
12982	15/08/2002	E	6	7	2.5
12983	15/08/2002	E	6	8	1.5
12984	15/08/2002	E	6	9	2
12985	15/08/2002	E	6	10	2.5
12986	15/08/2002	E	6	11	2
12987	15/08/2002	E	6	12	3.5
12988	15/08/2002	E	6	13	4
12989	15/08/2002	E	6	14	1
12990	15/08/2002	E	6	15	2.5
12991	15/08/2002	E	6	16	1.5
12992	15/08/2002	E	6	17	2
12993	15/08/2002	E	6	18	2.5
12994	15/08/2002	E	6	19	2
12995	15/08/2002	E	6	20	1.5
12996	15/08/2002	E	6	21	2.5
12997	15/08/2002	E	6	22	2
12998	15/08/2002	E	6	23	1.5
12999	15/08/2002	E	6	24	2
13000	15/08/2002	E	6	25	3
13001	15/03/2003	A	1	1	5.5
13002	15/03/2003	A	1	2	7
13003	15/03/2003	A	1	3	6.5
13004	15/03/2003	A	1	4	5
13005	15/03/2003	A	1	5	3.5
13006	15/03/2003	A	1	6	2.5
13007	15/03/2003	A	1	7	3.5
13008	15/03/2003	A	1	8	5
13009	15/03/2003	A	1	9	7.5
13010	15/03/2003	A	1	10	13
13011	15/03/2003	A	1	11	6
13012	15/03/2003	A	1	12	2.5
13013	15/03/2003	A	1	13	2.5
13014	15/03/2003	A	1	14	8
13015	15/03/2003	A	1	15	5.5
13016	15/03/2003	A	1	16	2
13017	15/03/2003	A	1	17	2.5
13018	15/03/2003	A	1	18	4.5
13019	15/03/2003	A	1	19	2
13020	15/03/2003	A	1	20	1.5
13021	15/03/2003	A	1	21	2.5
13022	15/03/2003	A	1	22	4
13023	15/03/2003	A	1	23	8
13024	15/03/2003	A	1	24	7
13025	15/03/2003	A	1	25	3
13026	15/03/2003	A	2	1	4
13027	15/03/2003	A	2	2	4
13028	15/03/2003	A	2	3	4
13029	15/03/2003	A	2	4	4
13030	15/03/2003	A	2	5	3
13031	15/03/2003	A	2	6	5
13032	15/03/2003	A	2	7	2
13033	15/03/2003	A	2	8	5.5
13034	15/03/2003	A	2	9	8.5
13035	15/03/2003	A	2	10	5
13036	15/03/2003	A	2	11	3
13037	15/03/2003	A	2	12	6.5
13038	15/03/2003	A	2	13	7
13039	15/03/2003	A	2	14	8
13040	15/03/2003	A	2	15	6
13041	15/03/2003	A	2	16	5.5
13042	15/03/2003	A	2	17	7
13043	15/03/2003	A	2	18	4
13044	15/03/2003	A	2	19	8
13045	15/03/2003	A	2	20	6
13046	15/03/2003	A	2	21	3
13047	15/03/2003	A	2	22	6
13048	15/03/2003	A	2	23	3.5
13049	15/03/2003	A	2	24	5
13050	15/03/2003	A	2	25	5
13051	15/03/2003	A	3	1	8
13052	15/03/2003	A	3	2	7.5
13053	15/03/2003	A	3	3	3
13054	15/03/2003	A	3	4	4.5
13055	15/03/2003	A	3	5	7
13056	15/03/2003	A	3	6	6
13057	15/03/2003	A	3	7	9.5
13058	15/03/2003	A	3	8	6.5
13059	15/03/2003	A	3	9	5.5
13060	15/03/2003	A	3	10	5.5
13061	15/03/2003	A	3	11	5.5
13062	15/03/2003	A	3	12	11
13063	15/03/2003	A	3	13	10.5
13064	15/03/2003	A	3	14	9.5
13065	15/03/2003	A	3	15	4
13066	15/03/2003	A	3	16	3.5
13067	15/03/2003	A	3	17	8
13068	15/03/2003	A	3	18	6
13069	15/03/2003	A	3	19	5.5
13070	15/03/2003	A	3	20	6
13071	15/03/2003	A	3	21	6
13072	15/03/2003	A	3	22	8.5
13073	15/03/2003	A	3	23	8.5
13074	15/03/2003	A	3	24	8.5
13075	15/03/2003	A	3	25	5
13076	15/03/2003	A	4	1	4
13077	15/03/2003	A	4	2	4
13078	15/03/2003	A	4	3	1.5
13079	15/03/2003	A	4	4	2
13080	15/03/2003	A	4	5	3.5
13081	15/03/2003	A	4	6	2
13082	15/03/2003	A	4	7	3
13083	15/03/2003	A	4	8	4
13084	15/03/2003	A	4	9	2.5
13085	15/03/2003	A	4	10	4.5
13086	15/03/2003	A	4	11	3.5
13087	15/03/2003	A	4	12	4.5
13088	15/03/2003	A	4	13	3
13089	15/03/2003	A	4	14	6
13090	15/03/2003	A	4	15	8
13091	15/03/2003	A	4	16	11
13092	15/03/2003	A	4	17	9
13093	15/03/2003	A	4	18	7.5
13094	15/03/2003	A	4	19	4
13095	15/03/2003	A	4	20	5
13096	15/03/2003	A	4	21	4.5
13097	15/03/2003	A	4	22	2.5
13098	15/03/2003	A	4	23	3.5
13099	15/03/2003	A	4	24	2.5
13100	15/03/2003	A	4	25	4
13101	15/03/2003	A	5	1	3
13102	15/03/2003	A	5	2	3.5
13103	15/03/2003	A	5	3	3.5
13104	15/03/2003	A	5	4	3
13105	15/03/2003	A	5	5	3.5
13106	15/03/2003	A	5	6	3.5
13107	15/03/2003	A	5	7	9.5
13108	15/03/2003	A	5	8	2
13109	15/03/2003	A	5	9	6.5
13110	15/03/2003	A	5	10	2.5
13111	15/03/2003	A	5	11	4.5
13112	15/03/2003	A	5	12	3.5
13113	15/03/2003	A	5	13	3.5
13114	15/03/2003	A	5	14	6
13115	15/03/2003	A	5	15	8
13116	15/03/2003	A	5	16	8
13117	15/03/2003	A	5	17	8
13118	15/03/2003	A	5	18	7
13119	15/03/2003	A	5	19	5.5
13120	15/03/2003	A	5	20	6
13121	15/03/2003	A	5	21	4.5
13122	15/03/2003	A	5	22	3.5
13123	15/03/2003	A	5	23	3
13124	15/03/2003	A	5	24	5
13125	15/03/2003	A	5	25	3.5
13126	15/03/2003	A	6	1	14
13127	15/03/2003	A	6	2	12
13128	15/03/2003	A	6	3	8
13129	15/03/2003	A	6	4	10.5
13130	15/03/2003	A	6	5	13.5
13131	15/03/2003	A	6	6	12.5
13132	15/03/2003	A	6	7	7
13133	15/03/2003	A	6	8	6
13134	15/03/2003	A	6	9	5
13135	15/03/2003	A	6	10	3
13136	15/03/2003	A	6	11	2.5
13137	15/03/2003	A	6	12	8
13138	15/03/2003	A	6	13	7
13139	15/03/2003	A	6	14	5.5
13140	15/03/2003	A	6	15	4
13141	15/03/2003	A	6	16	3.5
13142	15/03/2003	A	6	17	6
13143	15/03/2003	A	6	18	16
13144	15/03/2003	A	6	19	20
13145	15/03/2003	A	6	20	12
13146	15/03/2003	A	6	21	16.5
13147	15/03/2003	A	6	22	22
13148	15/03/2003	A	6	23	21
13149	15/03/2003	A	6	24	18
13150	15/03/2003	A	6	25	17.5
13151	15/03/2003	B	1	1	6
13152	15/03/2003	B	1	2	6
13153	15/03/2003	B	1	3	5.5
13154	15/03/2003	B	1	4	4.5
13155	15/03/2003	B	1	5	4.5
13156	15/03/2003	B	1	6	5.5
13157	15/03/2003	B	1	7	11
13158	15/03/2003	B	1	8	3.5
13159	15/03/2003	B	1	9	6.5
13160	15/03/2003	B	1	10	5
13161	15/03/2003	B	1	11	5
13162	15/03/2003	B	1	12	9
13163	15/03/2003	B	1	13	8
13164	15/03/2003	B	1	14	4
13165	15/03/2003	B	1	15	3
13166	15/03/2003	B	1	16	7.5
13167	15/03/2003	B	1	17	2.5
13168	15/03/2003	B	1	18	4.5
13169	15/03/2003	B	1	19	10.5
13170	15/03/2003	B	1	20	5
13171	15/03/2003	B	1	21	3.5
13172	15/03/2003	B	1	22	6
13173	15/03/2003	B	1	23	4.5
13174	15/03/2003	B	1	24	4
13175	15/03/2003	B	1	25	4
13176	15/03/2003	B	2	1	8.5
13177	15/03/2003	B	2	2	5.5
13178	15/03/2003	B	2	3	4
13179	15/03/2003	B	2	4	3
13180	15/03/2003	B	2	5	7.5
13181	15/03/2003	B	2	6	3.5
13182	15/03/2003	B	2	7	1.5
13183	15/03/2003	B	2	8	4
13184	15/03/2003	B	2	9	4
13185	15/03/2003	B	2	10	5
13186	15/03/2003	B	2	11	2.5
13187	15/03/2003	B	2	12	6.5
13188	15/03/2003	B	2	13	5.5
13189	15/03/2003	B	2	14	5.5
13190	15/03/2003	B	2	15	7.5
13191	15/03/2003	B	2	16	9
13192	15/03/2003	B	2	17	4
13193	15/03/2003	B	2	18	5
13194	15/03/2003	B	2	19	3
13195	15/03/2003	B	2	20	6
13196	15/03/2003	B	2	21	4
13197	15/03/2003	B	2	22	4
13198	15/03/2003	B	2	23	4
13199	15/03/2003	B	2	24	3.5
13200	15/03/2003	B	2	25	3.5
13201	15/03/2003	B	3	1	4.5
13202	15/03/2003	B	3	2	5.5
13203	15/03/2003	B	3	3	4
13204	15/03/2003	B	3	4	5
13205	15/03/2003	B	3	5	6
13206	15/03/2003	B	3	6	4
13207	15/03/2003	B	3	7	10
13208	15/03/2003	B	3	8	4.5
13209	15/03/2003	B	3	9	3.5
13210	15/03/2003	B	3	10	7
13211	15/03/2003	B	3	11	6
13212	15/03/2003	B	3	12	5.5
13213	15/03/2003	B	3	13	4.5
13214	15/03/2003	B	3	14	18.5
13215	15/03/2003	B	3	15	8
13216	15/03/2003	B	3	16	8
13217	15/03/2003	B	3	17	11.5
13218	15/03/2003	B	3	18	10
13219	15/03/2003	B	3	19	4.5
13220	15/03/2003	B	3	20	4
13221	15/03/2003	B	3	21	4
13222	15/03/2003	B	3	22	6.5
13223	15/03/2003	B	3	23	6
13224	15/03/2003	B	3	24	6.5
13225	15/03/2003	B	3	25	7.5
13226	15/03/2003	B	4	1	2.5
13227	15/03/2003	B	4	2	8
13228	15/03/2003	B	4	3	8.5
13229	15/03/2003	B	4	4	2
13230	15/03/2003	B	4	5	3
13231	15/03/2003	B	4	6	4
13232	15/03/2003	B	4	7	2.5
13233	15/03/2003	B	4	8	3.5
13234	15/03/2003	B	4	9	5
13235	15/03/2003	B	4	10	4
13236	15/03/2003	B	4	11	4.5
13237	15/03/2003	B	4	12	3.5
13238	15/03/2003	B	4	13	2.5
13239	15/03/2003	B	4	14	2.5
13240	15/03/2003	B	4	15	2
13241	15/03/2003	B	4	16	3
13242	15/03/2003	B	4	17	1
13243	15/03/2003	B	4	18	1
13244	15/03/2003	B	4	19	1.5
13245	15/03/2003	B	4	20	5
13246	15/03/2003	B	4	21	2
13247	15/03/2003	B	4	22	2.5
13248	15/03/2003	B	4	23	2
13249	15/03/2003	B	4	24	1.5
13250	15/03/2003	B	4	25	2.5
13251	15/03/2003	B	5	1	5.5
13252	15/03/2003	B	5	2	5.5
13253	15/03/2003	B	5	3	5.5
13254	15/03/2003	B	5	4	5.5
13255	15/03/2003	B	5	5	5
13256	15/03/2003	B	5	6	3
13257	15/03/2003	B	5	7	3
13258	15/03/2003	B	5	8	3
13259	15/03/2003	B	5	9	4
13260	15/03/2003	B	5	10	3.5
13261	15/03/2003	B	5	11	3.5
13262	15/03/2003	B	5	12	3
13263	15/03/2003	B	5	13	3
13264	15/03/2003	B	5	14	6
13265	15/03/2003	B	5	15	5.5
13266	15/03/2003	B	5	16	2.5
13267	15/03/2003	B	5	17	3
13268	15/03/2003	B	5	18	3
13269	15/03/2003	B	5	19	5
13270	15/03/2003	B	5	20	5
13271	15/03/2003	B	5	21	3
13272	15/03/2003	B	5	22	1
13273	15/03/2003	B	5	23	1.5
13274	15/03/2003	B	5	24	8
13275	15/03/2003	B	5	25	7
13276	15/03/2003	B	6	1	14.5
13277	15/03/2003	B	6	2	10.5
13278	15/03/2003	B	6	3	11
13279	15/03/2003	B	6	4	17
13280	15/03/2003	B	6	5	16.5
13281	15/03/2003	B	6	6	18.5
13282	15/03/2003	B	6	7	18
13283	15/03/2003	B	6	8	18
13284	15/03/2003	B	6	9	12.5
13285	15/03/2003	B	6	10	14
13286	15/03/2003	B	6	11	9
13287	15/03/2003	B	6	12	23.5
13288	15/03/2003	B	6	13	24
13289	15/03/2003	B	6	14	20
13290	15/03/2003	B	6	15	12
13291	15/03/2003	B	6	16	10.5
13292	15/03/2003	B	6	17	5.5
13293	15/03/2003	B	6	18	5.5
13294	15/03/2003	B	6	19	16
13295	15/03/2003	B	6	20	9
13296	15/03/2003	B	6	21	6
13297	15/03/2003	B	6	22	7
13298	15/03/2003	B	6	23	6.5
13299	15/03/2003	B	6	24	5
13300	15/03/2003	B	6	25	9
13301	15/03/2003	C	1	1	6
13302	15/03/2003	C	1	2	3
13303	15/03/2003	C	1	3	5
13304	15/03/2003	C	1	4	5
13305	15/03/2003	C	1	5	3.5
13306	15/03/2003	C	1	6	3.5
13307	15/03/2003	C	1	7	7.5
13308	15/03/2003	C	1	8	4
13309	15/03/2003	C	1	9	6.5
13310	15/03/2003	C	1	10	4
13311	15/03/2003	C	1	11	4
13312	15/03/2003	C	1	12	5.5
13313	15/03/2003	C	1	13	5
13314	15/03/2003	C	1	14	3.5
13315	15/03/2003	C	1	15	3.5
13316	15/03/2003	C	1	16	3
13317	15/03/2003	C	1	17	2.5
13318	15/03/2003	C	1	18	3
13319	15/03/2003	C	1	19	6.5
13320	15/03/2003	C	1	20	3.5
13321	15/03/2003	C	1	21	6
13322	15/03/2003	C	1	22	4
13323	15/03/2003	C	1	23	6.5
13324	15/03/2003	C	1	24	5
13325	15/03/2003	C	1	25	5
13326	15/03/2003	C	2	1	8.5
13327	15/03/2003	C	2	2	10.5
13328	15/03/2003	C	2	3	10
13329	15/03/2003	C	2	4	5.5
13330	15/03/2003	C	2	5	15
13331	15/03/2003	C	2	6	13
13332	15/03/2003	C	2	7	8
13333	15/03/2003	C	2	8	7
13334	15/03/2003	C	2	9	8
13335	15/03/2003	C	2	10	9
13336	15/03/2003	C	2	11	7
13337	15/03/2003	C	2	12	16
13338	15/03/2003	C	2	13	8.5
13339	15/03/2003	C	2	14	4.5
13340	15/03/2003	C	2	15	6
13341	15/03/2003	C	2	16	7
13342	15/03/2003	C	2	17	12.5
13343	15/03/2003	C	2	18	9
13344	15/03/2003	C	2	19	12.5
13345	15/03/2003	C	2	20	11
13346	15/03/2003	C	2	21	10.5
13347	15/03/2003	C	2	22	14
13348	15/03/2003	C	2	23	9.5
13349	15/03/2003	C	2	24	13.5
13350	15/03/2003	C	2	25	9.5
13351	15/03/2003	C	3	1	9
13352	15/03/2003	C	3	2	8.5
13353	15/03/2003	C	3	3	10
13354	15/03/2003	C	3	4	8
13355	15/03/2003	C	3	5	7
13356	15/03/2003	C	3	6	6
13357	15/03/2003	C	3	7	6
13358	15/03/2003	C	3	8	6.5
13359	15/03/2003	C	3	9	8
13360	15/03/2003	C	3	10	13
13361	15/03/2003	C	3	11	7.5
13362	15/03/2003	C	3	12	9
13363	15/03/2003	C	3	13	10
13364	15/03/2003	C	3	14	9
13365	15/03/2003	C	3	15	7
13366	15/03/2003	C	3	16	8.5
13367	15/03/2003	C	3	17	6
13368	15/03/2003	C	3	18	6
13369	15/03/2003	C	3	19	7
13370	15/03/2003	C	3	20	9
13371	15/03/2003	C	3	21	5
13372	15/03/2003	C	3	22	12
13373	15/03/2003	C	3	23	12.5
13374	15/03/2003	C	3	24	8
13375	15/03/2003	C	3	25	12.5
13376	15/03/2003	C	4	1	3
13377	15/03/2003	C	4	2	3.5
13378	15/03/2003	C	4	3	5
13379	15/03/2003	C	4	4	7
13380	15/03/2003	C	4	5	4
13381	15/03/2003	C	4	6	2.5
13382	15/03/2003	C	4	7	2
13383	15/03/2003	C	4	8	2
13384	15/03/2003	C	4	9	4.5
13385	15/03/2003	C	4	10	6
13386	15/03/2003	C	4	11	9
13387	15/03/2003	C	4	12	16
13388	15/03/2003	C	4	13	16
13389	15/03/2003	C	4	14	14
13390	15/03/2003	C	4	15	10.5
13391	15/03/2003	C	4	16	7.5
13392	15/03/2003	C	4	17	5.5
13393	15/03/2003	C	4	18	2
13394	15/03/2003	C	4	19	5
13395	15/03/2003	C	4	20	6
13396	15/03/2003	C	4	21	6
13397	15/03/2003	C	4	22	3
13398	15/03/2003	C	4	23	5
13399	15/03/2003	C	4	24	5.5
13400	15/03/2003	C	4	25	7
13401	15/03/2003	C	5	1	3.5
13402	15/03/2003	C	5	2	3
13403	15/03/2003	C	5	3	5
13404	15/03/2003	C	5	4	3.5
13405	15/03/2003	C	5	5	7
13406	15/03/2003	C	5	6	3
13407	15/03/2003	C	5	7	3
13408	15/03/2003	C	5	8	2.5
13409	15/03/2003	C	5	9	2
13410	15/03/2003	C	5	10	2
13411	15/03/2003	C	5	11	0
13412	15/03/2003	C	5	12	2
13413	15/03/2003	C	5	13	4
13414	15/03/2003	C	5	14	4
13415	15/03/2003	C	5	15	1.5
13416	15/03/2003	C	5	16	2
13417	15/03/2003	C	5	17	6
13418	15/03/2003	C	5	18	3.5
13419	15/03/2003	C	5	19	3
13420	15/03/2003	C	5	20	4
13421	15/03/2003	C	5	21	4
13422	15/03/2003	C	5	22	2
13423	15/03/2003	C	5	23	2
13424	15/03/2003	C	5	24	5
13425	15/03/2003	C	5	25	3
13426	15/03/2003	C	6	1	3.5
13427	15/03/2003	C	6	2	3
13428	15/03/2003	C	6	3	3.5
13429	15/03/2003	C	6	4	3
13430	15/03/2003	C	6	5	2.5
13431	15/03/2003	C	6	6	5
13432	15/03/2003	C	6	7	5
13433	15/03/2003	C	6	8	4.5
13434	15/03/2003	C	6	9	7
13435	15/03/2003	C	6	10	4
13436	15/03/2003	C	6	11	4
13437	15/03/2003	C	6	12	5
13438	15/03/2003	C	6	13	4
13439	15/03/2003	C	6	14	6
13440	15/03/2003	C	6	15	2.5
13441	15/03/2003	C	6	16	2
13442	15/03/2003	C	6	17	3
13443	15/03/2003	C	6	18	3
13444	15/03/2003	C	6	19	1
13445	15/03/2003	C	6	20	3
13446	15/03/2003	C	6	21	3
13447	15/03/2003	C	6	22	3.5
13448	15/03/2003	C	6	23	3.5
13449	15/03/2003	C	6	24	4.5
13450	15/03/2003	C	6	25	4
13451	15/03/2003	D	1	1	2
13452	15/03/2003	D	1	2	1
13453	15/03/2003	D	1	3	1
13454	15/03/2003	D	1	4	2
13455	15/03/2003	D	1	5	1
13456	15/03/2003	D	1	6	1.5
13457	15/03/2003	D	1	7	1
13458	15/03/2003	D	1	8	1.5
13459	15/03/2003	D	1	9	1.5
13460	15/03/2003	D	1	10	1.5
13461	15/03/2003	D	1	11	1.5
13462	15/03/2003	D	1	12	2
13463	15/03/2003	D	1	13	2
13464	15/03/2003	D	1	14	2
13465	15/03/2003	D	1	15	1.5
13466	15/03/2003	D	1	16	2
13467	15/03/2003	D	1	17	1
13468	15/03/2003	D	1	18	1
13469	15/03/2003	D	1	19	1
13470	15/03/2003	D	1	20	1
13471	15/03/2003	D	1	21	1
13472	15/03/2003	D	1	22	1
13473	15/03/2003	D	1	23	2
13474	15/03/2003	D	1	24	0.5
13475	15/03/2003	D	1	25	1
13476	15/03/2003	D	2	1	3.5
13477	15/03/2003	D	2	2	0.5
13478	15/03/2003	D	2	3	3.5
13479	15/03/2003	D	2	4	1
13480	15/03/2003	D	2	5	1
13481	15/03/2003	D	2	6	2
13482	15/03/2003	D	2	7	1.5
13483	15/03/2003	D	2	8	0.5
13484	15/03/2003	D	2	9	1.5
13485	15/03/2003	D	2	10	1.5
13486	15/03/2003	D	2	11	1
13487	15/03/2003	D	2	12	1
13488	15/03/2003	D	2	13	1.5
13489	15/03/2003	D	2	14	1
13490	15/03/2003	D	2	15	1
13491	15/03/2003	D	2	16	4
13492	15/03/2003	D	2	17	3
13493	15/03/2003	D	2	18	1.5
13494	15/03/2003	D	2	19	0.5
13495	15/03/2003	D	2	20	0.5
13496	15/03/2003	D	2	21	1
13497	15/03/2003	D	2	22	1
13498	15/03/2003	D	2	23	1
13499	15/03/2003	D	2	24	1
13500	15/03/2003	D	2	25	1
13501	15/03/2003	D	3	1	0.5
13502	15/03/2003	D	3	2	0.5
13503	15/03/2003	D	3	3	1
13504	15/03/2003	D	3	4	1
13505	15/03/2003	D	3	5	0.5
13506	15/03/2003	D	3	6	0.5
13507	15/03/2003	D	3	7	0.5
13508	15/03/2003	D	3	8	1
13509	15/03/2003	D	3	9	1
13510	15/03/2003	D	3	10	2
13511	15/03/2003	D	3	11	1
13512	15/03/2003	D	3	12	1
13513	15/03/2003	D	3	13	0.5
13514	15/03/2003	D	3	14	1
13515	15/03/2003	D	3	15	0.5
13516	15/03/2003	D	3	16	1.5
13517	15/03/2003	D	3	17	2.5
13518	15/03/2003	D	3	18	1.5
13519	15/03/2003	D	3	19	0.5
13520	15/03/2003	D	3	20	1
13521	15/03/2003	D	3	21	1
13522	15/03/2003	D	3	22	2.5
13523	15/03/2003	D	3	23	2.5
13524	15/03/2003	D	3	24	0.5
13525	15/03/2003	D	3	25	0.5
13526	15/03/2003	D	4	1	4.5
13527	15/03/2003	D	4	2	2
13528	15/03/2003	D	4	3	5
13529	15/03/2003	D	4	4	2.5
13530	15/03/2003	D	4	5	2.5
13531	15/03/2003	D	4	6	2.5
13532	15/03/2003	D	4	7	4.5
13533	15/03/2003	D	4	8	3
13534	15/03/2003	D	4	9	3
13535	15/03/2003	D	4	10	2
13536	15/03/2003	D	4	11	1
13537	15/03/2003	D	4	12	4
13538	15/03/2003	D	4	13	3
13539	15/03/2003	D	4	14	3
13540	15/03/2003	D	4	15	1
13541	15/03/2003	D	4	16	2
13542	15/03/2003	D	4	17	1.5
13543	15/03/2003	D	4	18	1
13544	15/03/2003	D	4	19	1
13545	15/03/2003	D	4	20	1
13546	15/03/2003	D	4	21	1
13547	15/03/2003	D	4	22	1
13548	15/03/2003	D	4	23	1
13549	15/03/2003	D	4	24	1
13550	15/03/2003	D	4	25	2
13551	15/03/2003	D	5	1	9.5
13552	15/03/2003	D	5	2	8
13553	15/03/2003	D	5	3	7.5
13554	15/03/2003	D	5	4	8
13555	15/03/2003	D	5	5	6.5
13556	15/03/2003	D	5	6	6
13557	15/03/2003	D	5	7	6.5
13558	15/03/2003	D	5	8	6
13559	15/03/2003	D	5	9	8.5
13560	15/03/2003	D	5	10	8
13561	15/03/2003	D	5	11	4
13562	15/03/2003	D	5	12	10
13563	15/03/2003	D	5	13	10
13564	15/03/2003	D	5	14	9.5
13565	15/03/2003	D	5	15	10.5
13566	15/03/2003	D	5	16	9
13567	15/03/2003	D	5	17	8
13568	15/03/2003	D	5	18	6
13569	15/03/2003	D	5	19	8.5
13570	15/03/2003	D	5	20	7.5
13571	15/03/2003	D	5	21	8
13572	15/03/2003	D	5	22	8
13573	15/03/2003	D	5	23	12
13574	15/03/2003	D	5	24	12.5
13575	15/03/2003	D	5	25	14
13576	15/03/2003	D	6	1	9
13577	15/03/2003	D	6	2	7.5
13578	15/03/2003	D	6	3	5
13579	15/03/2003	D	6	4	10
13580	15/03/2003	D	6	5	9
13581	15/03/2003	D	6	6	11
13582	15/03/2003	D	6	7	9
13583	15/03/2003	D	6	8	9
13584	15/03/2003	D	6	9	10
13585	15/03/2003	D	6	10	14.5
13586	15/03/2003	D	6	11	14
13587	15/03/2003	D	6	12	8
13588	15/03/2003	D	6	13	10.5
13589	15/03/2003	D	6	14	15
13590	15/03/2003	D	6	15	18.5
13591	15/03/2003	D	6	16	19
13592	15/03/2003	D	6	17	15.5
13593	15/03/2003	D	6	18	7.5
13594	15/03/2003	D	6	19	15.5
13595	15/03/2003	D	6	20	14.5
13596	15/03/2003	D	6	21	18
13597	15/03/2003	D	6	22	11.5
13598	15/03/2003	D	6	23	19
13599	15/03/2003	D	6	24	20.5
13600	15/03/2003	D	6	25	20
13601	15/03/2003	E	1	1	6.5
13602	15/03/2003	E	1	2	9.5
13603	15/03/2003	E	1	3	4
13604	15/03/2003	E	1	4	6
13605	15/03/2003	E	1	5	3.5
13606	15/03/2003	E	1	6	3.5
